blz,bic
75390000,GENODEF1WEV
76000000,MARKDEF1760
76010085,PBNKDEFFXXX
76020070,HYVEDEMM460
76020099,HYVEDEMMCAR
76026000,NORSDE71XXX
76030080,CSDBDE71XXX
76030600,ISBKDEFXNUR
76030800,BIWBDE33760
76032000,TEAMDE71XXX
76032001,TEAMDE71TAT
76035000,UMWEDE7NXXX
76040060,COBADEFFXXX
76040061,COBADEFFXXX
76040062,COBADEFFXXX
76040065,COBADEFFXXX
76050000,BYLADEMMXXX
76050101,SSKNDE77XXX
76052080,BYLADEM1NMA
76060000,GENODEFF760
76060618,GENODEF1N02
76061025,GENODEF1LAU
76061482,GENODEF1HSB
76069369,GENODEF1AUO
76069372,GENODEF1WDS
76069378,GENODEF1BEH
76069404,GENODEF1DSB
76069409,GENODEF1DIH
76069410,GENODEF1DIM
76069440,GENODEF1FEC
76069441,GENODEF1FEW
76069448,GENODEF1FRD
76069449,GENODEF1FYS
76070012,DEUTDEMM763
76070012,DEUTDEMM764
76070012,DEUTDEMM766
76070012,DEUTDEMM767
76070012,DEUTDEMM768
76070012,DEUTDEMM769
76070012,DEUTDEMM771
76070012,DEUTDEMM772
76070012,DEUTDEMM774
76070024,DEUTDEDB760
76070024,DEUTDEDB761
76070024,DEUTDEDB762
76070024,DEUTDEDB763
76070024,DEUTDEDB764
76070024,DEUTDEDB765
76070024,DEUTDEDB766
76070024,DEUTDEDB767
76070024,DEUTDEDB768
76070024,DEUTDEDB769
76070024,DEUTDEDB771
76070024,DEUTDEDB772
76070024,DEUTDEDB773
76070024,DEUTDEDB774
76070024,DEUTDEDB783
76070324,DEUTDEDBP15
76070361,DEUTDEMMP15
76080040,DRESDEFF760
76080053,DRESDEFFAGI
76080055,DRESDEFFI25
76080085,DRESDEFFJ26
76080086,DRESDEFFJ27
76089480,DRESDEFFI24
76089482,DRESDEFFI46
76090400,GENODEF1N03
76090500,GENODEF1S06
76090900,GENODEF1P17
76211900,GENODEF1WHD
76220073,HYVEDEMM419
76240011,COBADEFFXXX
76250000,BYLADEM1SFU
76251020,BYLADEM1NEA
76260451,GENODEF1FUE
76320072,HYVEDEMM417
76340061,COBADEFFXXX
76350000,BYLADEM1ERH
76460015,GENODEF1SWR
76461485,GENODEF1HPN
76520071,HYVEDEMM406
76550000,BYLADEM1ANS
77020070,HYVEDEMM411
77040080,COBADEFFXXX
77050000,BYLADEM1SKB
77060100,GENODEF1BA2
77061004,GENODEF1ALK
77061425,GENODEF1EBR
77062014,GENODEF1BGB
77062139,GENODEF1SFF
77069044,GENODEF1KC2
77069051,GENODEF1HIS
77069052,GENODEF1HOB
77069091,GENODEF1SFD
77069461,GENODEF1GBF
77120073,HYVEDEMM289
77140061,COBADEFFXXX
77150000,BYLADEM1KUB
77190000,GENODEF1KU1
77320072,HYVEDEMM412
77322200,FODBDE77XXX
77340076,COBADEFFXXX
77350110,BYLADEM1SBT
77363749,GENODEF1GFS
77365792,GENODEF1HWA
78020070,HYVEDEMM424
78040081,COBADEFFXXX
78050000,BYLADEM1HOF
78160069,GENODEF1MAK
78161575,GENODEF1WSS
78320076,HYVEDEMM480
78340091,COBADEFFXXX
78350000,BYLADEM1COB
79040047,COBADEFFXXX
79050000,BYLADEM1SWU
79063060,GENODEF1EFD
79063122,GENODEF1HBG
79065028,GENODEF1BRK
79069165,GENODEF1MLV
79069181,GENODEF1NDL
79069188,GENODEF1SLZ
79069213,GENODEF1RNM
79070016,DEUTDEMM790
79070016,DEUTDEMM791
79070016,DEUTDEMM792
79070024,DEUTDEDB790
79070024,DEUTDEDB791
79070024,DEUTDEDB792
79080052,DRESDEFF790
79080085,DRESDEFFJ28
79090000,GENODEF1WU1
79161058,GENODEF1ERN
79161499,GENODEF1OBR
79351010,BYLADEM1KIS
79351730,BYLADEM1HAS
79353090,BYLADEM1NES
79362081,GENODEF1GZH
79363016,GENODEF1NDT
79570024,DEUTDEDB795
79570024,DEUTDEDB796
79570051,DEUTDEFF795
79570051,DEUTDEFF796
79570324,DEUTDEDBP18
79570364,DEUTDEFFS18
79580099,DRESDEFF795
79589402,DRESDEFFI47
79590000,GENODEF1AB2
79650000,BYLADEM1MIL
79665540,GENODEF1EAU
79666548,GENODEF1OBE
79668509,GENODEF1ENB
79690000,GENODEF1MIL
80020086,HYVEDEMM440
80020087,HYVEDEMM462
80040000,COBADEFFXXX
80050500,NOLADE21MQU
80053000,NOLADE21BLK
80053572,NOLADE21DES
80053622,NOLADE21KOT
80053722,NOLADE21BTF
80053762,NOLADE21HAL
80054000,NOLADE21WSF
80055008,NOLADE21EIL
80055500,NOLADE21SES
80062608,GENODEF1JE1
80063508,GENODEF1QLB
81050555,NOLADE21SDL
81052000,NOLADE21HRZ
81053272,NOLADE21MDG
81054000,NOLADE21JEL
81055000,NOLADE21HDL
81055555,NOLADE21SAW
81063028,GENODEF1KAB
81063238,GENODEF1BRG
81068106,GENODED1KDM
81069052,GENODEF1WZL
81070000,DEUTDE8M811
81070000,DEUTDE8M812
81070000,DEUTDE8M814
81070000,DEUTDE8M815
81070000,DEUTDE8M816
81070000,DEUTDE8M817
81070000,DEUTDE8M818
81070000,DEUTDE8M819
81070000,DEUTDE8M820
81070000,DEUTDE8M821
81070000,DEUTDE8M822
81070000,DEUTDE8M823
81070000,DEUTDE8M825
81070000,DEUTDE8MXXX
81070024,DEUTDEDB811
81070024,DEUTDEDB814
81070024,DEUTDEDB815
81070024,DEUTDEDBMAG
82052020,HELADEF1GTH
82054052,HELADEF1NOR
82055000,HELADEF1KYF
82056060,HELADEF1MUE
82057070,HELADEF1EIC
82060197,GENODED1PA5
82064038,GENODEF1MU2
82064088,GENODEF1ESA
82064168,GENODEF1GTH
82064188,GENODEF1WE1
82064228,ERFBDE8EXXX
82070000,DEUTDE8E820
82070000,DEUTDE8E822
82070000,DEUTDE8E823
82070000,DEUTDE8E824
82070000,DEUTDE8E825
82070000,DEUTDE8E826
82070000,DEUTDE8E827
82070000,DEUTDE8E828
82070000,DEUTDE8E829
82070000,DEUTDE8E830
82070000,DEUTDE8E831
82070000,DEUTDE8E832
82070000,DEUTDE8E833
82070000,DEUTDE8E835
82070000,DEUTDE8E836
82070000,DEUTDE8E840
82070000,DEUTDE8E841
82070000,DEUTDE8E842
82070000,DEUTDE8E843
82070000,DEUTDE8E844
82070000,DEUTDE8E845
82070000,DEUTDE8E846
82070000,DEUTDE8E847
82070000,DEUTDE8E848
82070000,DEUTDE8E849
82070000,DEUTDE8E850
82070000,DEUTDE8E851
82070000,DEUTDE8EXXX
82070024,DEUTDEDB820
82070024,DEUTDEDB821
82070024,DEUTDEDB822
82070024,DEUTDEDB823
82070024,DEUTDEDB824
82070024,DEUTDEDB825
82070024,DEUTDEDB827
82070024,DEUTDEDB828
82070024,DEUTDEDB829
82070024,DEUTDEDB830
82070024,DEUTDEDB831
82070024,DEUTDEDB832
82070024,DEUTDEDB833
82070024,DEUTDEDB835
82070024,DEUTDEDB836
82070024,DEUTDEDB840
82070024,DEUTDEDB841
82070024,DEUTDEDB842
82070024,DEUTDEDB843
82070024,DEUTDEDB844
82070024,DEUTDEDB845
82070024,DEUTDEDB846
82070024,DEUTDEDB847
82070024,DEUTDEDB848
82070024,DEUTDEDB849
82070024,DEUTDEDB850
82070024,DEUTDEDB851
82070024,DEUTDEDBERF
82070324,DEUTDEDBP20
82070366,DEUTDE8EP20
82080000,DRESDEFF827
82094004,GENODEF1HIG
82094054,GENODEF1NDS
83020086,HYVEDEMM468
83020087,HYVEDEMM463
83020088,HYVEDEMM484
83040000,COBADEFFXXX
83050000,HELADEF1GER
83050200,HELADEF1ALT
83050303,HELADEF1SAR
83050505,HELADEF1SOK
83053030,HELADEF1JEN
83064488,GENODEF1HMF
83065408,GENODEF1SLR
83080000,DRESDEFF830
83094444,GENODEF1PN1
83094454,GENODEF1RUJ
83094494,GENODEF1ESN
83094495,GENODEF1ETK
84020087,HYVEDEMM458
84040000,COBADEFFXXX
84050000,HELADEF1RRS
84051010,HELADEF1ILK
84054040,HELADEF1HIL
84054722,HELADEF1SON
84055050,HELADEF1WAK
84064798,GENODEF1MLF
84069065,GENODEF1SSG
84080000,DRESDEFF843
84094754,GENODEF1SAL
84094755,GENODEF1SAL
84094814,GENODEF1SHL
85010500,SABDDE81XXX
85020086,HYVEDEMM496
85020500,BFSWDE33DRE
85040000,COBADEFFXXX
85040060,COBADEFFXXX
85040061,COBADEFFXXX
85050100,WELADED1GRL
85050300,OSDDDE81FTL
85050300,OSDDDE81HDN
85050300,OSDDDE81HOY
85050300,OSDDDE81KMZ
85050300,OSDDDE81PIR
85050300,OSDDDE81RBG
85050300,OSDDDE81SEB
85050300,OSDDDE81XXX
85055000,SOLADES1MEI
85060000,GENODEF1PR2
85065028,GENODEF1SEB
85080000,DRESDEFF850
85080085,DRESDEFFJ29
85080086,DRESDEFFJ30
85080200,DRESDEFF857
85089270,DRESDEFFI15
85090000,GENODEF1DRS
85094984,GENODEF1RIE
85095004,GENODEF1MEI
85550000,SOLADES1BAT
85590000,GENODEF1BZV
85590100,GENODEF1NGS
85591000,GENODEF1GR1
86000000,MARKDEF1860
86010090,PBNKDEFFXXX
86010424,AARBDE5W860
86020086,HYVEDEMM495
86020500,BFSWDE33LPZ
86021000,AIPGDE82XXX
86033300,SCFBDE33XXX
86040000,COBADEFFXXX
86040060,COBADEFFXXX
86040061,COBADEFFXXX
86050000,SOLADEST861
86050200,SOLADES1GRM
86050600,WELADED1TGU
86055002,SOLADES1DES
86055462,SOLADES1DLN
86055592,WELADE8LXXX
86065448,GENODEF1BOA
86065468,GENODEF1DL1
86065483,GENODEF1GMR
86069070,GENODEF1TGB
86070000,DEUTDE8L860
86070000,DEUTDE8L861
86070000,DEUTDE8L862
86070000,DEUTDE8L863
86070000,DEUTDE8L864
86070000,DEUTDE8L865
86070000,DEUTDE8L866
86070000,DEUTDE8L867
86070000,DEUTDE8L868
86070000,DEUTDE8L869
86070000,DEUTDE8L870
86070000,DEUTDE8L871
86070000,DEUTDE8L872
86070000,DEUTDE8L873
86070000,DEUTDE8L874
86070000,DEUTDE8L875
86070000,DEUTDE8L877
86070000,DEUTDE8L878
86070000,DEUTDE8L879
86070000,DEUTDE8L880
86070000,DEUTDE8L881
86070000,DEUTDE8L882
86070000,DEUTDE8L883
86070000,DEUTDE8L884
86070000,DEUTDE8L885
86070000,DEUTDE8L887
86070000,DEUTDE8L888
86070000,DEUTDE8LXXX
86070024,DEUTDEDB860
86070024,DEUTDEDB861
86070024,DEUTDEDB862
86070024,DEUTDEDB863
86070024,DEUTDEDB864
86070024,DEUTDEDB865
86070024,DEUTDEDB866
86070024,DEUTDEDB867
86070024,DEUTDEDB868
86070024,DEUTDEDB869
86070024,DEUTDEDB973
86070024,DEUTDEDB974
86070024,DEUTDEDB975
86070024,DEUTDEDB976
86070024,DEUTDEDB977
86070024,DEUTDEDB978
86070024,DEUTDEDB980
86070024,DEUTDEDB981
86070024,DEUTDEDB982
86070024,DEUTDEDB983
86070024,DEUTDEDB984
86070024,DEUTDEDB985
86070024,DEUTDEDB986
86070024,DEUTDEDB987
86070024,DEUTDEDB988
86070024,DEUTDEDB990
86070024,DEUTDEDB991
86070024,DEUTDEDBLEG
86070407,DEUTDE8LP37
86070424,DEUTDEDBP37
86080000,DRESDEFF860
86080055,DRESDEFF862
86080057,DRESDEFF867
86080085,DRESDEFFJ31
86080086,DRESDEFFJ32
86089280,DRESDEFFI16
86095484,GENODEF1GMV
86095554,GENODEF1DZ1
86095604,GENODEF1LVB
87000000,MARKDEF1870
87020086,HYVEDEMM497
87020087,HYVEDEMM481
87020088,HYVEDEMM441
87040000,COBADEFFXXX
87050000,CHEKDE81GLA
87050000,CHEKDE81HOT
87050000,CHEKDE81LIM
87050000,CHEKDE81LTS
87050000,CHEKDE81MRN
87050000,CHEKDE81XXX
87051000,WELADED1MTW
87052000,WELADED1FGX
87054000,WELADED1STB
87055000,WELADED1ZWI
87058000,WELADED1PLX
87070000,DEUTDE8C888
87070000,DEUTDE8C889
87070000,DEUTDE8C890
87070000,DEUTDE8C891
87070000,DEUTDE8C892
87070000,DEUTDE8C893
87070000,DEUTDE8C894
87070000,DEUTDE8C895
87070000,DEUTDE8C896
87070000,DEUTDE8C897
87070000,DEUTDE8C898
87070000,DEUTDE8C899
87070000,DEUTDE8C900
87070000,DEUTDE8C901
87070000,DEUTDE8C902
87070000,DEUTDE8C903
87070000,DEUTDE8C905
87070000,DEUTDE8C906
87070000,DEUTDE8C907
87070000,DEUTDE8C908
87070000,DEUTDE8C909
87070000,DEUTDE8C910
87070024,DEUTDEDB870
87070024,DEUTDEDB871
87070024,DEUTDEDB872
87070024,DEUTDEDB873
87070024,DEUTDEDB874
87070024,DEUTDEDB875
87070024,DEUTDEDB876
87070024,DEUTDEDB877
87070024,DEUTDEDB878
87070024,DEUTDEDB879
87070024,DEUTDEDB880
87070024,DEUTDEDB881
87070024,DEUTDEDB882
87070024,DEUTDEDB883
87070024,DEUTDEDB884
87070024,DEUTDEDBCHE
87096214,GENODEF1CH1
