blz,city,ags,bank,pan
70091600,Hofstetten,,VR-Bank Landsberg-Ammersee,97091
70091600,Kaufering,09181128,VR-Bank Landsberg-Ammersee,97091
70091600,Landsberg am Lech,09181130,VR-Bank Landsberg-Ammersee (Gf P2),87091
70091600,Penzing,09181132,VR-Bank Landsberg-Ammersee,97091
70091600,Schondorf am Ammersee,09181139,VR-Bank Landsberg-Ammersee,97091
70091600,Utting am Ammersee,09181144,VR-Bank Landsberg-Ammersee,97091
70091600,Weil,09181145,VR-Bank Landsberg-Ammersee,97091
70091600,Windach,09181146,VR-Bank Landsberg-Ammersee,97091
70091900,Erding,09177117,VR-Bank Erding -alt-,97104
70091900,Erding,09177117,VR-Bank Erding (Gf P2),87104
70093200,Starnberg,09188139,VR Bank Starnberg-Zugspitze,97121
70093200,Andechs,09188117,VR Bank Starnberg-Zugspitze,97121
70093200,Berg,,VR Bank Starnberg-Zugspitze,97121
70093200,Feldafing,09188118,VR Bank Starnberg-Zugspitze,97121
70093200,Gauting,09188120,VR Bank Starnberg-Zugspitze,97121
70093200,Gilching,09188121,VR Bank Starnberg-Zugspitze,97121
70093200,Herrsching a.Ammersee,,VR Bank Starnberg-Zugspitze,97121
70093200,Inning a. Ammersee,,VR Bank Starnberg-Zugspitze,97121
70093200,Kaufering,09181128,VR Bank Starnberg-Zugspitze,97121
70093200,Krailling,09188127,VR Bank Starnberg-Zugspitze,97121
70093200,Landsberg am Lech,09181130,VR Bank Starnberg-Zugspitze,97121
70093200,Pöcking,09188137,VR Bank Starnberg-Zugspitze,97121
70070024,Planegg,09184138,Deutsche Bank,21220
70070024,Rosenheim,,Deutsche Bank,21220
70070024,Rottach-Egern,09182129,Deutsche Bank,21220
70070024,Starnberg,09188139,Deutsche Bank,21220
70070024,Waldkraiburg,09183148,Deutsche Bank,21220
70070024,Weilheim i. OB,,Deutsche Bank,21220
70070324,München,09162000,Postbank/DSL Ndl der Deutsche Bank,21362
70070362,München,09162000,Postbank/DSL Ndl der Deutsche Bank,27362
70080000,München,09162000,Commerzbank vormals Dresdner Bank,28700
70080000,Altötting,09171111,Commerzbank vormals Dresdner Bank,28700
70080000,Bad Reichenhall,09172114,Commerzbank vormals Dresdner Bank,28700
70080000,Bad Tölz,09173112,Commerzbank vormals Dresdner Bank,28700
70080000,Cham,09372116,Commerzbank vormals Dresdner Bank,28700
70080000,Dachau,09174115,Commerzbank vormals Dresdner Bank,28700
70080000,Donauwörth,09779131,Commerzbank vormals Dresdner Bank,28700
70080000,Eggenfelden,09277116,Commerzbank vormals Dresdner Bank,28700
70080000,Erding,09177117,Commerzbank vormals Dresdner Bank,28700
70080000,Freilassing,09172118,Commerzbank vormals Dresdner Bank,28700
70080000,Freising,09178124,Commerzbank vormals Dresdner Bank,28700
70080000,Fürstenfeldbruck,09179121,Commerzbank vormals Dresdner Bank,28700
70080000,Füssen,09777129,Commerzbank vormals Dresdner Bank,28700
70080000,Geretsried,09173126,Commerzbank vormals Dresdner Bank,28700
70080000,Germering,09179123,Commerzbank vormals Dresdner Bank,28700
70080000,Grünwald,09184122,Commerzbank vormals Dresdner Bank,28700
70080000,Gräfelfing,09184120,Commerzbank vormals Dresdner Bank,28700
70080000,Günzburg,09774135,Commerzbank vormals Dresdner Bank,28700
70080000,Landau a.d.Isar,,Commerzbank vormals Dresdner Bank,28700
70080000,Landsberg am Lech,09181130,Commerzbank vormals Dresdner Bank,28700
70080000,Miesbach,09182125,Commerzbank vormals Dresdner Bank,28700
70080000,Oberschleißheim,09184135,Commerzbank vormals Dresdner Bank,28700
70080000,Ottobrunn,09184136,Commerzbank vormals Dresdner Bank,28700
70080000,Passau,09262000,Commerzbank vormals Dresdner Bank,28700
70080000,Rottach-Egern,09182129,Commerzbank vormals Dresdner Bank,28700
70080000,Starnberg,09188139,Commerzbank vormals Dresdner Bank,28700
70080000,Straubing,09263000,Commerzbank vormals Dresdner Bank,28700
70080000,Traunstein,09189155,Commerzbank vormals Dresdner Bank,28700
70080000,Unterhaching,09184148,Commerzbank vormals Dresdner Bank,28700
70080000,Waldkraiburg,09183148,Commerzbank vormals Dresdner Bank,28700
70080000,Weilheim i. OB,,Commerzbank vormals Dresdner Bank,28700
70080056,München,09162000,Commerzbank vormals Dresdner Bank Zw 56,28701
70080057,München,09162000,Commerzbank vormals Dresdner Bank Gf ZW 57,28702
70080085,München,09162000,Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3,
70080086,München,09162000,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",
70080087,München,09162000,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",
70080088,München,09162000,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",
70089470,München,09162000,Commerzbank vormals Dresdner Bank ITGK,
70089472,München,09162000,Commerzbank vormals Dresdner Bank ITGK,
70090100,München,09162000,Hausbank München,97034
70090100,München,09162000,Hausbank München (Gf P2),87034
70090124,München,09162000,Hausbank München,
70053070,Jesenwang,09179130,Sparkasse Fürstenfeldbruck,57182
70053070,Maisach,09179134,Sparkasse Fürstenfeldbruck,57182
70053070,Mammendorf,09179136,Sparkasse Fürstenfeldbruck,57182
70053070,Moorenweis,09179138,Sparkasse Fürstenfeldbruck,57182
70053070,Olching,09179142,Sparkasse Fürstenfeldbruck,57182
70053070,Puchheim,09179145,Sparkasse Fürstenfeldbruck,57182
70053070,Türkenfeld,09179149,Sparkasse Fürstenfeldbruck,57182
70054306,Bad Tölz,09173112,Sparkasse Bad Tölz-Wolfratshausen,57154
70054306,Benediktbeuern,09173113,Sparkasse Bad Tölz-Wolfratshausen,57154
70054306,Geretsried,09173126,Sparkasse Bad Tölz-Wolfratshausen,57154
70054306,Kochel a. See,,Sparkasse Bad Tölz-Wolfratshausen,57154
70054306,Lenggries,09173135,Sparkasse Bad Tölz-Wolfratshausen,57154
70054306,Münsing,09173137,Sparkasse Bad Tölz-Wolfratshausen,57154
70054306,Wolfratshausen,09173147,Sparkasse Bad Tölz-Wolfratshausen,57154
70070010,München,09162000,Deutsche Bank,27220
70070010,Bad Reichenhall,09172114,Deutsche Bank,27220
70070010,Bad Tölz,09173112,Deutsche Bank,27220
70070010,Dachau,09174115,Deutsche Bank,27220
70070010,Erding,09177117,Deutsche Bank,27220
70070010,Freising,09178124,Deutsche Bank,27220
70070010,Fürstenfeldbruck,09179121,Deutsche Bank,27220
70070010,Garmisch-Partenkirchen,09180117,Deutsche Bank,27220
70070010,Germering,09179123,Deutsche Bank,27220
70070010,Gilching,09188121,Deutsche Bank,27220
70070010,Grünwald,09184122,Deutsche Bank,27220
70070010,Landsberg am Lech,09181130,Deutsche Bank,27220
70070010,Landshut,09261000,Deutsche Bank,27220
70070010,Mühldorf a. Inn,09183128,Deutsche Bank,27220
70070010,Ottobrunn,09184136,Deutsche Bank,27220
70070010,Planegg,09184138,Deutsche Bank,27220
70070010,Rosenheim,,Deutsche Bank,27220
70070010,Rottach-Egern,09182129,Deutsche Bank,27220
70070010,Starnberg,09188139,Deutsche Bank,27220
70070010,Waldkraiburg,09183148,Deutsche Bank,27220
70070010,Weilheim i. OB,,Deutsche Bank,27220
70070024,München,09162000,Deutsche Bank,21220
70070024,Bad Reichenhall,09172114,Deutsche Bank,21220
70070024,Bad Tölz,09173112,Deutsche Bank,21220
70070024,Dachau,09174115,Deutsche Bank,21220
70070024,Erding,09177117,Deutsche Bank,21220
70070024,Freising,09178124,Deutsche Bank,21220
70070024,Fürstenfeldbruck,09179121,Deutsche Bank,21220
70070024,Garmisch-Partenkirchen,09180117,Deutsche Bank,21220
70070024,Germering,09179123,Deutsche Bank,21220
70070024,Gilching,09188121,Deutsche Bank,21220
70070024,Grünwald,09184122,Deutsche Bank,21220
70070024,Landsberg am Lech,09181130,Deutsche Bank,21220
70070024,Landshut,09261000,Deutsche Bank,21220
70070024,Mühldorf a. Inn,09183128,Deutsche Bank,21220
70070024,Ottobrunn,09184136,Deutsche Bank,21220
70040048,Rottach-Egern,09182129,Commerzbank,24748
70040048,Starnberg,09188139,Commerzbank,24748
70040048,Traunstein,09189155,Commerzbank,24748
70040048,Unterhaching,09184148,Commerzbank,24748
70040048,Weilheim i. OB,,Commerzbank,24748
70040060,München,09162000,Commerzbank Gf 860,24701
70040061,München,09162000,Commerzbank Gf 861,24702
70040062,München,09162000,Commerzbank CC,
70040063,München,09162000,Commerzbank CC,
70040070,München,09162000,"Commerzbank, CC SP",
70045050,München,09162000,Commerzbank Service-BZ,
70050000,München,09162000,Bayerische Landesbank,57166
70051003,Freising,09178124,Sparkasse Freising Moosburg,57102
70051003,Allershausen,09178113,Sparkasse Freising Moosburg,57102
70051003,Eching,,Sparkasse Freising Moosburg,57102
70051003,Hallbergmoos,09178130,Sparkasse Freising Moosburg,57102
70051003,Marzling,09178140,Sparkasse Freising Moosburg,57102
70051003,Neufahrn b. Freising,,Sparkasse Freising Moosburg,57102
70051003,Zolling,09178157,Sparkasse Freising Moosburg,57102
70051540,Dachau,09174115,Sparkasse Dachau,57183
70051540,Bergkirchen,09174113,Sparkasse Dachau,57183
70051540,Erdweg,09174118,Sparkasse Dachau,57183
70051540,Haimhausen,09174121,Sparkasse Dachau,57183
70051540,Hebertshausen,09174122,Sparkasse Dachau,57183
70051540,Karlsfeld,09174126,Sparkasse Dachau,57183
70051540,Markt Indersdorf,09174131,Sparkasse Dachau,57183
70051540,Odelzhausen,09174135,Sparkasse Dachau,57183
70051540,Petershausen,09174136,Sparkasse Dachau,57183
70051540,Röhrmoos,09174141,Sparkasse Dachau,57183
70051540,Schwabhausen,,Sparkasse Dachau,57183
70051540,Sulzemoos,09174146,Sparkasse Dachau,57183
70051540,Vierkirchen,,Sparkasse Dachau,57183
70051540,Weichs,09174151,Sparkasse Dachau,57183
70051995,Erding,09177117,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,Dorfen,09177115,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,Finsing,09177118,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,Forstern,09177119,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,Hallbergmoos,09178130,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,München-Flughafen,,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,Taufkirchen (Vils),,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70051995,Wartenberg,,Kreis- und Stadtsparkasse Erding-Dorfen,57142
70052060,Landsberg am Lech,09181130,Sparkasse Landsberg-Dießen,57151
70053070,Fürstenfeldbruck,09179121,Sparkasse Fürstenfeldbruck,57182
70053070,Alling,09179113,Sparkasse Fürstenfeldbruck,57182
70053070,Althegnenberg,09179114,Sparkasse Fürstenfeldbruck,57182
70053070,Eichenau,09179118,Sparkasse Fürstenfeldbruck,57182
70053070,Emmering,,Sparkasse Fürstenfeldbruck,57182
70053070,Germering,09179123,Sparkasse Fürstenfeldbruck,57182
70053070,Grafrath,09179125,Sparkasse Fürstenfeldbruck,57182
70053070,Gröbenzell,09179126,Sparkasse Fürstenfeldbruck,57182
70020270,Holzkirchen,,UniCredit Bank - HypoVereinsbank,22000
70020270,Ottobrunn,09184136,UniCredit Bank - HypoVereinsbank,22000
70020270,Starnberg,09188139,UniCredit Bank - HypoVereinsbank,22000
70020270,Unterhaching,09184148,UniCredit Bank - HypoVereinsbank,22000
70020270,Unterschleißheim,09184149,UniCredit Bank - HypoVereinsbank,22000
70020270,Vaterstetten,09175132,UniCredit Bank - HypoVereinsbank,22000
70020300,München,09162000,BNP Paribas NL Deutschland,25643
70020300,München,09162000,BNP Paribas NL Deutschland (Gf P2),26810
70020300,München,09162000,BNP Paribas NL Deutschland (Gf P3),26811
70020500,München,09162000,SozialBank,25014
70020500,Nürnberg,09564000,SozialBank,25014
70020570,München,09162000,SozialBank,
70020800,München,09162000,INTESA SANPAOLO,29711
70021180,Freising,09178124,UniCredit Bank - HypoVereinsbank,22028
70022424,München,09162000,Scalable Capital Bank,
70025175,Bad Tölz,09173112,UniCredit Bank - HypoVereinsbank,22011
70025175,Penzberg,09190141,UniCredit Bank - HypoVereinsbank,22011
70030300,München,09162000,Bankhaus Reuschel & Co -alt-,28903
70030400,München,09162000,Merck Finck A Quintet Private Bank,26247
70031000,Freising,09178124,Bankhaus Ludwig Sperrer,26350
70032500,München,09162000,St.Galler Kantonalbank Deutschland,
70033100,Unterschleißheim,09184149,Baader Bank,
70035000,Oldenburg (Oldb),,Oldenburgische Landesbank AG,26610
70040041,München,09162000,Commerzbank,24700
70040041,Dachau,09174115,Commerzbank,24700
70040041,Freising,09178124,Commerzbank,24700
70040041,Fürstenfeldbruck,09179121,Commerzbank,24700
70040041,Garmisch-Partenkirchen,09180117,Commerzbank,24700
70040041,Ottobrunn,09184136,Commerzbank,24700
70040041,Pullach i. Isartal,,Commerzbank,24700
70040041,Unterföhring,09184147,Commerzbank,24700
70040045,München,09162000,"Commerzbank, Filiale München 2",24005
70040048,München,09162000,Commerzbank GF-M48,24748
70040048,Altötting,09171111,Commerzbank,24748
70040048,Bad Reichenhall,09172114,Commerzbank,24748
70040048,Bad Tölz,09173112,Commerzbank,24748
70040048,Donauwörth,09779131,Commerzbank,24748
70040048,Eggenfelden,09277116,Commerzbank,24748
70040048,Erding,09177117,Commerzbank,24748
70040048,Freilassing,09172118,Commerzbank,24748
70040048,Füssen,09777129,Commerzbank,24748
70040048,Geretsried,09173126,Commerzbank,24748
70040048,Germering,09179123,Commerzbank,24748
70040048,Grünwald,09184122,Commerzbank,24748
70040048,Gräfelfing,09184120,Commerzbank,24748
70040048,Günzburg,09774135,Commerzbank,24748
70040048,Landau a.d.Isar,,Commerzbank,24748
70040048,Landsberg am Lech,09181130,Commerzbank,24748
70040048,Miesbach,09182125,Commerzbank,24748
70040048,Oberschleißheim,09184135,Commerzbank,24748
69490000,Löffingen,08315070,Volksbank Schwarzwald Baar Hegau,96016
69490000,Mühlhausen-Ehingen,08335097,Volksbank Schwarzwald Baar Hegau,96016
69490000,Mönchweiler,08326037,Volksbank Schwarzwald Baar Hegau,96016
69490000,Niedereschach,08326041,Volksbank Schwarzwald Baar Hegau,96016
69490000,Rielasingen-Worblingen,08335100,Volksbank Schwarzwald Baar Hegau,96016
69490000,Singen (Hohentwiel),08335075,Volksbank Schwarzwald Baar Hegau,96016
69490000,St. Georgen im Schwarzwald,08326052,Volksbank Schwarzwald Baar Hegau,96016
69490000,Tengen,08335080,Volksbank Schwarzwald Baar Hegau,96016
69490000,Unterkirnach,08326065,Volksbank Schwarzwald Baar Hegau,96016
69490000,Villingen-Schwenningen,08326074,Volksbank Schwarzwald Baar Hegau (Gf P2),86016
69490000,Vöhrenbach,08326068,Volksbank Schwarzwald Baar Hegau,96016
69490000,Wutach,08337127,Volksbank Schwarzwald Baar Hegau,96016
69491700,Triberg im Schwarzwald,08326060,Volksbank Triberg -alt-,96151
69491700,Triberg im Schwarzwald,08326060,Volksbank Triberg (Gf P2),86151
70000000,München,09162000,Bundesbank,20700
70010080,München,09162000,Postbank Ndl der Deutsche Bank,10080
70010424,Wiesbaden,06414000,Aareal Bank ehem. Filiale München,26918
70010500,Garching b. München,,Deutsche Pfandbriefbank,26700
70010555,Garching b. München,,Deutsche Pfandbriefbank,
70010570,Garching b. München,,Deutsche Pfandbriefbank,
70010800,München,09162000,"Middle East Bank, Munich Branch",
70011200,München,09162000,Bank Vontobel Europe,
70011400,Mannheim,08222000,BfW - Bank für Wohnungswirtschaft,
70011500,München,09162000,SIEMENS BANK,
70011600,Ottobrunn,09184136,TEN31 Bank,23972
70011900,Aschheim,09184112,VERIFONE PAYMENTS,
70012000,München,09162000,"UniCredit Family Financing Bank, Ndl der UniCredit",25290
70012300,München,09162000,V-Bank,
70012600,München,09162000,Südtiroler Sparkasse Niederlassung München,99043
70012700,München,09162000,VZ VermögensZentrum Bank,
70012900,München,09162000,"IBAN FIRST, Zweigniederlassung München",
70013000,Aschheim,09184112,FNZ Bank,
70013010,Aschheim,09184112,FNZ Bank,
70013400,Taufkirchen,,IC Cash Services,
70013500,München,09162000,Bankhaus Herzogpark,
70015000,Planegg,09184138,transact Elektronische Zahlungssysteme,23966
70015015,Planegg,09184138,transact Elektronische Zahlungssysteme,23967
70015025,Planegg,09184138,transact Elektronische Zahlungssysteme,
70015035,Planegg,09184138,transact Elektronische Zahlungssysteme,
70017000,Freising,09178124,PayCenter,23969
70020270,München,09162000,UniCredit Bank - HypoVereinsbank,22000
70020270,Dachau,09174115,UniCredit Bank - HypoVereinsbank,22000
70020270,Ebersberg,09175115,UniCredit Bank - HypoVereinsbank,22000
70020270,Erding,09177117,UniCredit Bank - HypoVereinsbank,22000
70020270,Fürstenfeldbruck,09179121,UniCredit Bank - HypoVereinsbank,22000
70020270,Geretsried,09173126,UniCredit Bank - HypoVereinsbank,22000
70020270,Germering,09179123,UniCredit Bank - HypoVereinsbank,22000
70020270,Grünwald,09184122,UniCredit Bank - HypoVereinsbank,22000
70020270,Gräfelfing,09184120,UniCredit Bank - HypoVereinsbank,22000
70020270,Gröbenzell,09179126,UniCredit Bank - HypoVereinsbank,22000
69440007,Bad Dürrheim,08326003,Commerzbank,24690
69440007,Freudenstadt,08237028,Commerzbank,24690
69440007,Tuttlingen,08327050,Commerzbank,24690
69440060,Villingen-Schwenningen,08326074,Commerzbank CC,
69450065,Villingen-Schwenningen,08326074,Sparkasse Schwarzwald-Baar,56913
69450065,Bad Dürrheim,08326003,Sparkasse Schwarzwald-Baar,56913
69450065,Blumberg,08326005,Sparkasse Schwarzwald-Baar,56913
69450065,Brigachtal,08326075,Sparkasse Schwarzwald-Baar,56913
69450065,Bräunlingen,08326006,Sparkasse Schwarzwald-Baar,56913
69450065,Dauchingen,08326010,Sparkasse Schwarzwald-Baar,56913
69450065,Donaueschingen,08326012,Sparkasse Schwarzwald-Baar,56913
69450065,Furtwangen im Schwarzwald,08326017,Sparkasse Schwarzwald-Baar,56913
69450065,Geisingen,08327018,Sparkasse Schwarzwald-Baar,56913
69450065,Gütenbach,08326020,Sparkasse Schwarzwald-Baar,56913
69450065,Hüfingen,08326027,Sparkasse Schwarzwald-Baar,56913
69450065,Königsfeld im Schwarzwald,08326031,Sparkasse Schwarzwald-Baar,56913
69450065,Mönchweiler,08326037,Sparkasse Schwarzwald-Baar,56913
69450065,Niedereschach,08326041,Sparkasse Schwarzwald-Baar,56913
69450065,Schonach im Schwarzwald,08326055,Sparkasse Schwarzwald-Baar,56913
69450065,Schönwald im Schwarzwald,08326054,Sparkasse Schwarzwald-Baar,56913
69450065,St. Georgen im Schwarzwald,08326052,Sparkasse Schwarzwald-Baar,56913
69450065,Triberg im Schwarzwald,08326060,Sparkasse Schwarzwald-Baar,56913
69450065,Unterkirnach,08326065,Sparkasse Schwarzwald-Baar,56913
69450065,Vöhrenbach,08326068,Sparkasse Schwarzwald-Baar,56913
69470024,Villingen-Schwenningen,08326074,Deutsche Bank,21142
69470024,Donaueschingen,08326012,Deutsche Bank,21142
69470024,Rottweil,08325049,Deutsche Bank,21142
69470024,Spaichingen,08327046,Deutsche Bank,21142
69470024,St. Georgen im Schwarzwald,08326052,Deutsche Bank,21142
69470024,Triberg im Schwarzwald,08326060,Deutsche Bank,21142
69470039,Villingen-Schwenningen,08326074,Deutsche Bank,27142
69470039,Donaueschingen,08326012,Deutsche Bank,27142
69470039,Rottweil,08325049,Deutsche Bank,27142
69470039,Spaichingen,08327046,Deutsche Bank,27142
69470039,St. Georgen im Schwarzwald,08326052,Deutsche Bank,27142
69470039,Triberg im Schwarzwald,08326060,Deutsche Bank,27142
69490000,Villingen-Schwenningen,08326074,Volksbank Schwarzwald Baar Hegau -alt-,96016
69490000,Aach,,Volksbank Schwarzwald Baar Hegau,96016
69490000,Bad Dürrheim,08326003,Volksbank Schwarzwald Baar Hegau,96016
69490000,Blumberg,08326005,Volksbank Schwarzwald Baar Hegau,96016
69490000,Brigachtal,08326075,Volksbank Schwarzwald Baar Hegau,96016
69490000,Bräunlingen,08326006,Volksbank Schwarzwald Baar Hegau,96016
69490000,Donaueschingen,08326012,Volksbank Schwarzwald Baar Hegau,96016
69490000,Eigeltingen,08335021,Volksbank Schwarzwald Baar Hegau,96016
69490000,Engen,08335022,Volksbank Schwarzwald Baar Hegau,96016
69490000,Gailingen am Hochrhein,08335026,Volksbank Schwarzwald Baar Hegau,96016
69490000,Geisingen,08327018,Volksbank Schwarzwald Baar Hegau,96016
69490000,Gottmadingen,08335028,Volksbank Schwarzwald Baar Hegau,96016
69490000,Hüfingen,08326027,Volksbank Schwarzwald Baar Hegau,96016
69490000,Königsfeld im Schwarzwald,08326031,Volksbank Schwarzwald Baar Hegau,96016
69251445,Gailingen am Hochrhein,08335026,Sparkasse Engen-Gottmadingen,56909
69251445,Gottmadingen,08335028,Sparkasse Engen-Gottmadingen,56909
69251445,Hilzingen,08335035,Sparkasse Engen-Gottmadingen,56909
69251445,Immendingen,08327025,Sparkasse Engen-Gottmadingen,56909
69251445,Mühlhausen-Ehingen,08335097,Sparkasse Engen-Gottmadingen,56909
69251445,Tengen,08335080,Sparkasse Engen-Gottmadingen,56909
69251755,Stockach,08335079,Sparkasse Stockach -alt-,56911
69251755,Bodman-Ludwigshafen,08335098,Sparkasse Stockach,56911
69251755,Eigeltingen,08335021,Sparkasse Stockach,56911
69251755,Mühlingen,08335057,Sparkasse Stockach,56911
69251755,Orsingen-Nenzingen,08335099,Sparkasse Stockach,56911
69270024,Singen (Hohentwiel),08335075,Deutsche Bank,21139
69270024,Radolfzell am Bodensee,08335063,Deutsche Bank,21139
69270038,Singen (Hohentwiel),08335075,Deutsche Bank,27139
69270038,Radolfzell am Bodensee,08335063,Deutsche Bank,27139
69280035,Singen (Hohentwiel),08335075,Commerzbank vormals Dresdner Bank,28692
69280035,Donaueschingen,08326012,Commerzbank vormals Dresdner Bank,28692
69280035,Konstanz,08335043,Commerzbank vormals Dresdner Bank,28692
69280035,Schramberg,08325053,Commerzbank vormals Dresdner Bank,28692
69280035,Villingen-Schwenningen,08326074,Commerzbank vorm. Dresdner Bk Fil Villingen u Schwenningen,28692
69280035,Überlingen,08435059,Commerzbank vormals Dresdner Bank,28692
69290000,Singen (Hohentwiel),08335075,Volksbank Hegau -alt-,96015
69290000,Aach,,Volksbank Hegau,96015
69290000,Eigeltingen,08335021,Volksbank Hegau,96015
69290000,Engen,08335022,Volksbank Hegau,96015
69290000,Gailingen am Hochrhein,08335026,Volksbank Hegau,96015
69290000,Gottmadingen,08335028,Volksbank Hegau,96015
69290000,Mühlhausen-Ehingen,08335097,Volksbank Hegau,96015
69290000,Rielasingen-Worblingen,08335100,Volksbank Hegau,96015
69290000,Singen (Hohentwiel),08335075,Volksbank Hegau (Gf P2),86015
69290000,Tengen,08335080,Volksbank Hegau,96015
69291000,Konstanz,08335043,Volksbank,96059
69291000,Allensbach,08335002,Volksbank,96059
69291000,Gaienhofen,08335025,Volksbank,96059
69291000,Hilzingen,08335035,Volksbank,96059
69291000,Konstanz,08335043,Volksbank (Gf P2),86059
69291000,Radolfzell am Bodensee,08335063,Volksbank,96059
69291000,Steißlingen,08335077,Volksbank,96059
69291000,Volkertshausen,08335081,Volksbank,96059
69291099,Konstanz,08335043,Volksbank Gf GA,
69362032,Meßkirch,08437078,Volksbank Meßkirch -alt-,66142
69362032,Beuron,08437005,Volksbank Meßkirch Raiffeisenbank,66142
69362032,Inzigkofen,08437059,Volksbank Meßkirch Raiffeisenbank,66142
69362032,Krauchenwies,08437065,Volksbank Meßkirch Raiffeisenbank,66142
69362032,Leibertingen,08437072,Volksbank Meßkirch Raiffeisenbank,66142
69362032,Meßkirch,08437078,Volksbank Meßkirch Raiffeisenbank (Gf P2),76142
69362032,Neuhausen ob Eck,08327038,Volksbank Meßkirch Raiffeisenbank,66142
69362032,Sauldorf,08437123,Volksbank Meßkirch Raiffeisenbank,66142
69400000,Villingen-Schwenningen,08326074,Bundesbank,20694
69440007,Villingen-Schwenningen,08326074,Commerzbank Villingen u Schwenningen,24690
69051410,Allensbach,08335002,Bezirkssparkasse Reichenau,56902
69051620,Pfullendorf,08437088,Sparkasse Pfullendorf-Meßkirch,56903
69051620,Herdwangen-Schönach,08437124,Sparkasse Pfullendorf-Meßkirch,56903
69051620,Illmensee,08437056,Sparkasse Pfullendorf-Meßkirch,56903
69051620,Meßkirch,08437078,Sparkasse Pfullendorf-Meßkirch,56903
69051620,Sauldorf,08437123,Sparkasse Pfullendorf-Meßkirch,56903
69051620,Stetten am kalten Markt,08437107,Sparkasse Pfullendorf-Meßkirch,56903
69051725,Salem,,Sparkasse Salem-Heiligenberg,56904
69051725,Bermatingen,08435005,Sparkasse Salem-Heiligenberg,56904
69051725,Deggenhausertal,08435067,Sparkasse Salem-Heiligenberg,56904
69051725,Frickingen,08435015,Sparkasse Salem-Heiligenberg,56904
69051725,Immenstaad am Bodensee,08435024,Sparkasse Salem-Heiligenberg,56904
69051725,Uhldingen-Mühlhofen,08435066,Sparkasse Salem-Heiligenberg,56904
69061800,Überlingen,08435059,Volksbank Überlingen,66121
69061800,Bodman-Ludwigshafen,08335098,Volksbank Überlingen,66121
69061800,Deggenhausertal,08435067,Volksbank Überlingen,66121
69061800,Eigeltingen,08335021,Volksbank Überlingen,66121
69061800,Immenstaad am Bodensee,08435024,Volksbank Überlingen,66121
69061800,Markdorf,08435034,Volksbank Überlingen,66121
69061800,Meersburg,08435036,Volksbank Überlingen,66121
69061800,Owingen,08435047,Volksbank Überlingen,66121
69061800,Salem,,Volksbank Überlingen,66121
69061800,Stockach,08335079,Volksbank Überlingen,66121
69061800,Uhldingen-Mühlhofen,08435066,Volksbank Überlingen,66121
69061800,Überlingen,08435059,Volksbank Überlingen (Gf P2),76121
69070024,Konstanz,08335043,Deutsche Bank,21132
69070024,Überlingen,08435059,Deutsche Bank,21132
69070032,Konstanz,08335043,Deutsche Bank,27132
69070032,Überlingen,08435059,Deutsche Bank,27132
69091200,Hagnau am Bodensee,08435018,Hagnauer Volksbank,96083
69091200,Hagnau am Bodensee,08435018,Hagnauer Volksbank (Gf P2),86083
69091200,Immenstaad am Bodensee,08435024,Hagnauer Volksbank Zw Immenstaad,96083
69091600,Pfullendorf,08437088,Volksbank Pfullendorf,96145
69091600,Heiligenberg,08435020,Volksbank Pfullendorf Fil,96145
69091600,Pfullendorf,08437088,Volksbank Pfullendorf (Gf P2),86145
69220186,Singen (Hohentwiel),08335075,UniCredit Bank - HypoVereinsbank,22082
69240075,Singen (Hohentwiel),08335075,Commerzbank,24695
69240075,Donaueschingen,08326012,Commerzbank,24695
69240075,Schramberg,08325053,Commerzbank,24695
69240075,Überlingen,08435059,Commerzbank,24695
69250035,Singen (Hohentwiel),08335075,Sparkasse Hegau-Bodensee,56907
69250035,Gaienhofen,08335025,Sparkasse Hegau-Bodensee,56907
69250035,Moos,,Sparkasse Hegau-Bodensee,56907
69250035,Radolfzell am Bodensee,08335063,Sparkasse Hegau-Bodensee,56907
69250035,Rielasingen-Worblingen,08335100,Sparkasse Hegau-Bodensee,56907
69250035,Steißlingen,08335077,Sparkasse Hegau-Bodensee,56907
69250035,Volkertshausen,08335081,Sparkasse Hegau-Bodensee,56907
69250035,Öhningen,08335061,Sparkasse Hegau-Bodensee,56907
69251445,Engen,08335022,Sparkasse Engen-Gottmadingen,56909
69251445,Emmingen-Liptingen,08327057,Sparkasse Engen-Gottmadingen,56909
68391500,Schopfheim,08336081,VR Bank (Gf P2),86129
68452290,Waldshut-Tiengen,08337126,Sparkasse Hochrhein,56823
68452290,Albbruck,08337002,Sparkasse Hochrhein,56823
68452290,Bad Säckingen,08337096,Sparkasse Hochrhein,56823
68452290,Dogern,08337032,Sparkasse Hochrhein,56823
