ags,city,county,state_code,label
07140117,Pfalzfeld,Rhein-Hunsrück-Kreis,DE-RP,SIM
07140117,Pfalzfeld,Rhein-Hunsrück-Kreis,DE-RP,GOA
08237054,Pfalzgrafenweiler,Landkreis Freudenstadt,DE-BW,FDS
08237054,Pfalzgrafenweiler,Landkreis Freudenstadt,DE-BW,HOR
09277138,Pfarrkirchen,Landkreis Rottal-Inn,DE-BY,PAN
09277138,Pfarrkirchen,Landkreis Rottal-Inn,DE-BY,EG
09674184,Pfarrweisach,Landkreis Haßberge,DE-BY,HAS
09674184,Pfarrweisach,Landkreis Haßberge,DE-BY,EBN
09674184,Pfarrweisach,Landkreis Haßberge,DE-BY,HOH
09375183,Pfatter,Landkreis Regensburg,DE-BY,R
08126069,Pfedelbach,Hohenlohekreis,DE-BW,KÜN
08126069,Pfedelbach,Hohenlohekreis,DE-BW,ÖHR
07336077,Pfeffelbach,Landkreis Kusel,DE-RP,KUS
09274172,Pfeffenhausen,Landkreis Landshut,DE-BY,LA
09274172,Pfeffenhausen,Landkreis Landshut,DE-BY,ROL
09274172,Pfeffenhausen,Landkreis Landshut,DE-BY,VIB
16067055,Pferdingsleben,Landkreis Gotha,DE-TH,GTH
08215101,Pfinztal,Landkreis Karlsruhe,DE-BW,KA
08215101,Pfinztal,Landkreis Karlsruhe,DE-BW,BR
09577159,Pfofeld,Landkreis Weißenburg-Gunzenhausen,DE-BY,WUG
09577159,Pfofeld,Landkreis Weißenburg-Gunzenhausen,DE-BY,GUN
09176153,Pförring,Landkreis Eichstätt,DE-BY,EI
09777158,Pforzen,Landkreis Ostallgäu,DE-BY,OAL
09777158,Pforzen,Landkreis Ostallgäu,DE-BY,FÜS
09777158,Pforzen,Landkreis Ostallgäu,DE-BY,MOD
08231000,Pforzheim,,DE-BW,PF
09376153,Pfreimd,Landkreis Schwandorf,DE-BY,SAD
09376153,Pfreimd,Landkreis Schwandorf,DE-BY,BUL
09376153,Pfreimd,Landkreis Schwandorf,DE-BY,NEN
09376153,Pfreimd,Landkreis Schwandorf,DE-BY,OVI
08415058,Pfronstetten,Landkreis Reutlingen,DE-BW,RT
09777159,Pfronten,Landkreis Ostallgäu,DE-BY,OAL
09777159,Pfronten,Landkreis Ostallgäu,DE-BY,FÜS
09777159,Pfronten,Landkreis Ostallgäu,DE-BY,MOD
08437088,Pfullendorf,Landkreis Sigmaringen,DE-BW,SIG
08437088,Pfullendorf,Landkreis Sigmaringen,DE-BW,SLG
08415059,Pfullingen,Landkreis Reutlingen,DE-BW,RT
06432018,Pfungstadt,Landkreis Darmstadt-Dieburg,DE-HE,DA
08215066,Philippsburg,Landkreis Karlsruhe,DE-BW,KA
08215066,Philippsburg,Landkreis Karlsruhe,DE-BW,BR
07232104,Philippsheim,Eifelkreis Bitburg-Prüm,DE-RP,BIT
09272139,Philippsreut,Landkreis Freyung-Grafenau,DE-BY,FRG
09272139,Philippsreut,Landkreis Freyung-Grafenau,DE-BY,GRA
09272139,Philippsreut,Landkreis Freyung-Grafenau,DE-BY,WOS
06632016,Philippsthal,Landkreis Hersfeld-Rotenburg,DE-HE,HEF
06632016,Philippsthal,Landkreis Hersfeld-Rotenburg,DE-HE,ROF
13076111,Picher,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076111,Picher,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076111,Picher,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076111,Picher,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076111,Picher,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076111,Picher,Landkreis Ludwigslust-Parchim,DE-MV,STB
07232105,Pickließem,Eifelkreis Bitburg-Prüm,DE-RP,BIT
09172128,Piding,Landkreis Berchtesgadener Land,DE-BY,BGL
09375184,Pielenhofen,Landkreis Regensburg,DE-BY,R
07231105,Piesport,Landkreis Bernkastel-Wittlich,DE-RP,WIT
07137087,Pillig,Landkreis Mayen-Koblenz,DE-RP,MYK
07137087,Pillig,Landkreis Mayen-Koblenz,DE-RP,MY
09373153,Pilsach,Landkreis Neumarkt in der Oberpfalz,DE-BY,NM
09373153,Pilsach,Landkreis Neumarkt in der Oberpfalz,DE-BY,PAR
09279132,Pilsting,Landkreis Dingolfing-Landau,DE-BY,DGF
09279132,Pilsting,Landkreis Dingolfing-Landau,DE-BY,LAN
13074062,Pingelshagen,Landkreis Nordwestmecklenburg,DE-MV,NWM
13074062,Pingelshagen,Landkreis Nordwestmecklenburg,DE-MV,GDB
13074062,Pingelshagen,Landkreis Nordwestmecklenburg,DE-MV,GVM
13074062,Pingelshagen,Landkreis Nordwestmecklenburg,DE-MV,WIS
01056039,Pinneberg,Kreis Pinneberg,DE-SH,PI
13076112,Pinnow,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076112,Pinnow,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076112,Pinnow,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076112,Pinnow,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076112,Pinnow,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076112,Pinnow,Landkreis Ludwigslust-Parchim,DE-MV,STB
12073440,Pinnow,Landkreis Uckermark,DE-BB,UM
12073440,Pinnow,Landkreis Uckermark,DE-BB,ANG
12073440,Pinnow,Landkreis Uckermark,DE-BB,PZ
12073440,Pinnow,Landkreis Uckermark,DE-BB,SDT
12073440,Pinnow,Landkreis Uckermark,DE-BB,TP
07232291,Pintesfeld,Eifelkreis Bitburg-Prüm,DE-RP,BIT
07232291,Pintesfeld,Eifelkreis Bitburg-Prüm,DE-RP,PRÜ
09474158,Pinzberg,Landkreis Forchheim,DE-BY,FO
09474158,Pinzberg,Landkreis Forchheim,DE-BY,EBS
09374146,Pirk,Landkreis Neustadt an der Waldnaab,DE-BY,NEW
09374146,Pirk,Landkreis Neustadt an der Waldnaab,DE-BY,ESB
09374146,Pirk,Landkreis Neustadt an der Waldnaab,DE-BY,VOH
07317000,Pirmasens,,DE-RP,PS
14628270,Pirna,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,PIR
14628270,Pirna,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,DW
14628270,Pirna,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,FTL
14628270,Pirna,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,SEB
12070300,Pirow,Landkreis Prignitz,DE-BB,PR
07232292,Pittenbach,Eifelkreis Bitburg-Prüm,DE-RP,BIT
07232292,Pittenbach,Eifelkreis Bitburg-Prüm,DE-RP,PRÜ
09189137,Pittenhart,Landkreis Traunstein,DE-BY,TS
13072079,Plaaz,Landkreis Rostock,DE-MV,LRO
13072079,Plaaz,Landkreis Rostock,DE-MV,BÜZ
13072079,Plaaz,Landkreis Rostock,DE-MV,DBR
13072079,Plaaz,Landkreis Rostock,DE-MV,GÜ
13072079,Plaaz,Landkreis Rostock,DE-MV,ROS
13072079,Plaaz,Landkreis Rostock,DE-MV,TET
07137088,Plaidt,Landkreis Mayen-Koblenz,DE-RP,MYK
07137088,Plaidt,Landkreis Mayen-Koblenz,DE-RP,MY
12069470,Planebruch,Landkreis Potsdam-Mittelmark,DE-BB,PM
12069470,Planebruch,Landkreis Potsdam-Mittelmark,DE-BB,BEL
09184138,Planegg,Landkreis München,DE-BY,M
09184138,Planegg,Landkreis München,DE-BY,MU
09472176,Plankenfels,Landkreis Bayreuth,DE-BY,BT
08226063,Plankstadt,Rhein-Neckar-Kreis,DE-BW,HD
07232106,Plascheid,Eifelkreis Bitburg-Prüm,DE-RP,BIT
13076113,Plate,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076113,Plate,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076113,Plate,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076113,Plate,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076113,Plate,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076113,Plate,Landkreis Ludwigslust-Parchim,DE-MV,STB
07231107,Platten,Landkreis Bernkastel-Wittlich,DE-RP,WIT
12070302,Plattenburg,Landkreis Prignitz,DE-BB,PR
09271146,Plattling,Landkreis Deggendorf,DE-BY,DEG
13076114,Plau am See,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076114,Plau am See,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076114,Plau am See,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076114,Plau am See,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076114,Plau am See,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076114,Plau am See,Landkreis Ludwigslust-Parchim,DE-MV,STB
16070043,Plaue,Ilm-Kreis,DE-TH,IK
16070043,Plaue,Ilm-Kreis,DE-TH,ARN
16070043,Plaue,Ilm-Kreis,DE-TH,IL
14523320,Plauen,Vogtlandkreis,DE-SN,V
14523320,Plauen,Vogtlandkreis,DE-SN,AE
14523320,Plauen,Vogtlandkreis,DE-SN,OVL
14523320,Plauen,Vogtlandkreis,DE-SN,PL
14523320,Plauen,Vogtlandkreis,DE-SN,RC
09472177,Plech,Landkreis Bayreuth,DE-BY,BT
07132090,Pleckhausen,Landkreis Altenkirchen,DE-RP,AK
08118063,Pleidelsheim,Landkreis Ludwigsburg,DE-BW,LB
08118063,Pleidelsheim,Landkreis Ludwigsburg,DE-BW,VAI
07231108,Plein,Landkreis Bernkastel-Wittlich,DE-RP,WIT
09577161,Pleinfeld,Landkreis Weißenburg-Gunzenhausen,DE-BY,WUG
09577161,Pleinfeld,Landkreis Weißenburg-Gunzenhausen,DE-BY,GUN
09171127,Pleiskirchen,Landkreis Altötting,DE-BY,AÖ
07337062,Pleisweiler-Oberhofen,Landkreis Südliche Weinstraße,DE-RP,SÜW
07133080,Pleitersheim,Landkreis Bad Kreuznach,DE-RP,KN
07140118,Pleizenhausen,Rhein-Hunsrück-Kreis,DE-RP,SIM
07140118,Pleizenhausen,Rhein-Hunsrück-Kreis,DE-RP,GOA
09778188,Pleß,Landkreis Unterallgäu,DE-BY,MN
12062372,Plessa,Landkreis Elbe-Elster,DE-BB,EE
12062372,Plessa,Landkreis Elbe-Elster,DE-BB,FI
12062372,Plessa,Landkreis Elbe-Elster,DE-BB,LIB
05962052,Plettenberg,Märkischer Kreis,DE-NW,MK
09374147,Pleystein,Landkreis Neustadt an der Waldnaab,DE-BY,NEW
09374147,Pleystein,Landkreis Neustadt an der Waldnaab,DE-BY,ESB
09374147,Pleystein,Landkreis Neustadt an der Waldnaab,DE-BY,VOH
09175133,Pliening,Landkreis Ebersberg,DE-BY,EBE
08415060,Pliezhausen,Landkreis Reutlingen,DE-BW,RT
08116056,Plochingen,Landkreis Esslingen,DE-BW,ES
08116056,Plochingen,Landkreis Esslingen,DE-BW,NT
01057057,Plön,Kreis Plön,DE-SH,PLÖ
09377146,Plößberg,Landkreis Tirschenreuth,DE-BY,TIR
09377146,Plößberg,Landkreis Tirschenreuth,DE-BY,KEM
16075083,Plothen,Saale-Orla-Kreis,DE-TH,SOK
16075083,Plothen,Saale-Orla-Kreis,DE-TH,LBS
16075083,Plothen,Saale-Orla-Kreis,DE-TH,PN
16075083,Plothen,Saale-Orla-Kreis,DE-TH,SCZ
15089245,Plötzkau,Salzlandkreis,DE-ST,SLK
15089245,Plötzkau,Salzlandkreis,DE-ST,ASL
15089245,Plötzkau,Salzlandkreis,DE-ST,BBG
15089245,Plötzkau,Salzlandkreis,DE-ST,SBK
15089245,Plötzkau,Salzlandkreis,DE-ST,SFT
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,VG
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,ANK
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,GW
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,PW
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,SBG
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,UEM
13075108,Plöwen,Landkreis Vorpommern-Greifswald,DE-MV,WLG
08119055,Plüderhausen,Rems-Murr-Kreis,DE-BW,WN
07232293,Plütscheid,Eifelkreis Bitburg-Prüm,DE-RP,BIT
07232293,Plütscheid,Eifelkreis Bitburg-Prüm,DE-RP,PRÜ
07235107,Pluwig,Landkreis Trier-Saarburg,DE-RP,TR
07235107,Pluwig,Landkreis Trier-Saarburg,DE-RP,SAB
09275141,Pocking,Landkreis Passau,DE-BY,PA
09188137,Pöcking,Landkreis Starnberg,DE-BY,STA
12064388,Podelzig,Landkreis Märkisch-Oderland,DE-BB,MOL
12064388,Podelzig,Landkreis Märkisch-Oderland,DE-BB,FRW
12064388,Podelzig,Landkreis Märkisch-Oderland,DE-BB,SEE
12064388,Podelzig,Landkreis Märkisch-Oderland,DE-BB,SRB
01053098,Pogeez,Kreis Herzogtum Lauenburg,DE-SH,RZ
01053099,Poggensee,Kreis Herzogtum Lauenburg,DE-SH,RZ
07141111,Pohl,Rhein-Lahn-Kreis,DE-RP,EMS
07141111,Pohl,Rhein-Lahn-Kreis,DE-RP,DIZ
07141111,Pohl,Rhein-Lahn-Kreis,DE-RP,GOH
14523330,Pöhl,Vogtlandkreis,DE-SN,V
14523330,Pöhl,Vogtlandkreis,DE-SN,AE
14523330,Pöhl,Vogtlandkreis,DE-SN,OVL
14523330,Pöhl,Vogtlandkreis,DE-SN,PL
14523330,Pöhl,Vogtlandkreis,DE-SN,RC
03257029,Pohle,Landkreis Schaumburg,DE-NI,SHG
03257029,Pohle,Landkreis Schaumburg,DE-NI,RI
06531014,Pohlheim,Landkreis Gießen,DE-HE,GI
01057058,Pohnsdorf,Kreis Plön,DE-SH,PLÖ
09175135,Poing,Landkreis Ebersberg,DE-BY,EBE
13074064,Pokrent,Landkreis Nordwestmecklenburg,DE-MV,NWM
13074064,Pokrent,Landkreis Nordwestmecklenburg,DE-MV,GDB
13074064,Pokrent,Landkreis Nordwestmecklenburg,DE-MV,GVM
13074064,Pokrent,Landkreis Nordwestmecklenburg,DE-MV,WIS
07137089,Polch,Landkreis Mayen-Koblenz,DE-RP,MYK
07137089,Polch,Landkreis Mayen-Koblenz,DE-RP,MY
13072080,Pölchow,Landkreis Rostock,DE-MV,LRO
13072080,Pölchow,Landkreis Rostock,DE-MV,BÜZ
13072080,Pölchow,Landkreis Rostock,DE-MV,DBR
13072080,Pölchow,Landkreis Rostock,DE-MV,GÜ
13072080,Pölchow,Landkreis Rostock,DE-MV,ROS
13072080,Pölchow,Landkreis Rostock,DE-MV,TET
07235108,Pölich,Landkreis Trier-Saarburg,DE-RP,TR
07235108,Pölich,Landkreis Trier-Saarburg,DE-RP,SAB
01062056,Pölitz,Kreis Stormarn,DE-SH,OD
03255033,Polle,Landkreis Holzminden,DE-NI,HOL
09176155,Pollenfeld,Landkreis Eichstätt,DE-BY,EI
03257030,Pollhagen,Landkreis Schaumburg,DE-NI,SHG
03257030,Pollhagen,Landkreis Schaumburg,DE-NI,RI
09190142,Polling,Landkreis Weilheim-Schongau,DE-BY,WM
09190142,Polling,Landkreis Weilheim-Schongau,DE-BY,SOG
09183136,Polling,Landkreis Mühldorf am Inn,DE-BY,MÜ
09577162,Polsingen,Landkreis Weißenburg-Gunzenhausen,DE-BY,WUG
09577162,Polsingen,Landkreis Weißenburg-Gunzenhausen,DE-BY,GUN
16076058,Pölzig,Landkreis Greiz,DE-TH,GRZ
16076058,Pölzig,Landkreis Greiz,DE-TH,ZR
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,VG
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,ANK
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,GW
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,PW
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,SBG
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,UEM
13075109,Polzow,Landkreis Vorpommern-Greifswald,DE-MV,WLG
09574147,Pommelsbrunn,Landkreis Nürnberger Land,DE-BY,LAU
09574147,Pommelsbrunn,Landkreis Nürnberger Land,DE-BY,HEB
09574147,Pommelsbrunn,Landkreis Nürnberger Land,DE-BY,N
01059152,Pommerby,Kreis Schleswig-Flensburg,DE-SH,SL
07135072,Pommern,Landkreis Cochem-Zell,DE-RP,COC
09471172,Pommersfelden,Landkreis Bamberg,DE-BY,BA
07131065,Pomster,Landkreis Ahrweiler,DE-RP,AW
16077039,Ponitz,Landkreis Altenburger Land,DE-TH,ABG
01054104,Poppenbüll,Kreis Nordfriesland,DE-SH,NF
13072081,Poppendorf,Landkreis Rostock,DE-MV,LRO
13072081,Poppendorf,Landkreis Rostock,DE-MV,BÜZ
13072081,Poppendorf,Landkreis Rostock,DE-MV,DBR
13072081,Poppendorf,Landkreis Rostock,DE-MV,GÜ
13072081,Poppendorf,Landkreis Rostock,DE-MV,ROS
13072081,Poppendorf,Landkreis Rostock,DE-MV,TET
09678168,Poppenhausen,Landkreis Schweinfurt,DE-BY,SW
09678168,Poppenhausen,Landkreis Schweinfurt,DE-BY,GEO
06631021,Poppenhausen,Landkreis Fulda,DE-HE,FD
09371144,Poppenricht,Landkreis Amberg-Sulzbach,DE-BY,AS
16075084,Pörmitz,Saale-Orla-Kreis,DE-TH,SOK
16075084,Pörmitz,Saale-Orla-Kreis,DE-TH,LBS
16075084,Pörmitz,Saale-Orla-Kreis,DE-TH,PN
16075084,Pörmitz,Saale-Orla-Kreis,DE-TH,SCZ
09186144,Pörnbach,Landkreis Pfaffenhofen an der Ilm,DE-BY,PAF
05770032,Porta Westfalica,Kreis Minden-Lübbecke,DE-NW,MI
05770032,Porta Westfalica,Kreis Minden-Lübbecke,DE-NW,LK
01061085,Pöschendorf,Kreis Steinburg,DE-SH,IZ
13073065,Poseritz,Landkreis Vorpommern-Rügen,DE-MV,VR
13073065,Poseritz,Landkreis Vorpommern-Rügen,DE-MV,GMN
13073065,Poseritz,Landkreis Vorpommern-Rügen,DE-MV,NVP
13073065,Poseritz,Landkreis Vorpommern-Rügen,DE-MV,RDG
13073065,Poseritz,Landkreis Vorpommern-Rügen,DE-MV,RÜG
09372147,Pösing,Landkreis Cham,DE-BY,CHA
16075085,Pößneck,Saale-Orla-Kreis,DE-TH,SOK
16075085,Pößneck,Saale-Orla-Kreis,DE-TH,LBS
16075085,Pößneck,Saale-Orla-Kreis,DE-TH,PN
16075085,Pößneck,Saale-Orla-Kreis,DE-TH,SCZ
09274174,Postau,Landkreis Landshut,DE-BY,LA
09274174,Postau,Landkreis Landshut,DE-BY,ROL
09274174,Postau,Landkreis Landshut,DE-BY,VIB
09373155,Postbauer-Heng,Landkreis Neumarkt in der Oberpfalz,DE-BY,NM
09373155,Postbauer-Heng,Landkreis Neumarkt in der Oberpfalz,DE-BY,PAR
16077041,Posterstein,Landkreis Altenburger Land,DE-TH,ABG
01057059,Postfeld,Kreis Plön,DE-SH,PLÖ
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,VG
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,ANK
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,GW
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,PW
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,SBG
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,UEM
13075110,Postlow,Landkreis Vorpommern-Greifswald,DE-MV,WLG
09277139,Postmünster,Landkreis Rottal-Inn,DE-BY,PAN
09277139,Postmünster,Landkreis Rottal-Inn,DE-BY,EG
12054000,Potsdam,,DE-BB,P
09472179,Pottenstein,Landkreis Bayreuth,DE-BY,BT
09771156,Pöttmes,Landkreis Aichach-Friedberg,DE-BY,AIC
07143284,Pottum,Westerwaldkreis,DE-RP,WW
09474160,Poxdorf,Landkreis Forchheim,DE-BY,FO
09474160,Poxdorf,Landkreis Forchheim,DE-BY,EBS
16074068,Poxdorf,Saale-Holzland-Kreis,DE-TH,SHK
16074068,Poxdorf,Saale-Holzland-Kreis,DE-TH,EIS
16074068,Poxdorf,Saale-Holzland-Kreis,DE-TH,SRO
01061086,Poyenberg,Kreis Steinburg,DE-SH,IZ
07132091,Pracht,Landkreis Altenkirchen,DE-RP,AK
09276135,Prackenbach,Landkreis Regen,DE-BY,REG
09276135,Prackenbach,Landkreis Regen,DE-BY,VIT
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071117,Pragsdorf,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
01057060,Prasdorf,Kreis Plön,DE-SH,PLÖ
07141112,Prath,Rhein-Lahn-Kreis,DE-RP,EMS
07141112,Prath,Rhein-Lahn-Kreis,DE-RP,DIZ
07141112,Prath,Rhein-Lahn-Kreis,DE-RP,GOH
13072082,Prebberede,Landkreis Rostock,DE-MV,LRO
13072082,Prebberede,Landkreis Rostock,DE-MV,BÜZ
13072082,Prebberede,Landkreis Rostock,DE-MV,DBR
13072082,Prebberede,Landkreis Rostock,DE-MV,GÜ
13072082,Prebberede,Landkreis Rostock,DE-MV,ROS
13072082,Prebberede,Landkreis Rostock,DE-MV,TET
09472180,Prebitz,Landkreis Bayreuth,DE-BY,BT
01057062,Preetz,Kreis Plön,DE-SH,PLÖ
13073066,Preetz,Landkreis Vorpommern-Rügen,DE-MV,VR
13073066,Preetz,Landkreis Vorpommern-Rügen,DE-MV,GMN
13073066,Preetz,Landkreis Vorpommern-Rügen,DE-MV,NVP
13073066,Preetz,Landkreis Vorpommern-Rügen,DE-MV,RDG
13073066,Preetz,Landkreis Vorpommern-Rügen,DE-MV,RÜG
07232294,Preischeid,Eifelkreis Bitburg-Prüm,DE-RP,BIT
07232294,Preischeid,Eifelkreis Bitburg-Prüm,DE-RP,PRÜ
07232107,Preist,Eifelkreis Bitburg-Prüm,DE-RP,BIT
09190143,Prem,Landkreis Weilheim-Schongau,DE-BY,WM
09190143,Prem,Landkreis Weilheim-Schongau,DE-BY,SOG
12063244,Premnitz,Landkreis Havelland,DE-BB,HVL
12063244,Premnitz,Landkreis Havelland,DE-BB,NAU
12063244,Premnitz,Landkreis Havelland,DE-BB,RN
12073452,Prenzlau,Landkreis Uckermark,DE-BB,UM
12073452,Prenzlau,Landkreis Uckermark,DE-BB,ANG
12073452,Prenzlau,Landkreis Uckermark,DE-BB,PZ
12073452,Prenzlau,Landkreis Uckermark,DE-BB,SDT
12073452,Prenzlau,Landkreis Uckermark,DE-BB,TP
09374149,Pressath,Landkreis Neustadt an der Waldnaab,DE-BY,NEW
09374149,Pressath,Landkreis Neustadt an der Waldnaab,DE-BY,ESB
09374149,Pressath,Landkreis Neustadt an der Waldnaab,DE-BY,VOH
09477148,Presseck,Landkreis Kulmbach,DE-BY,KU
09477148,Presseck,Landkreis Kulmbach,DE-BY,SAN
09476164,Pressig,Landkreis Kronach,DE-BY,KC
09474161,Pretzfeld,Landkreis Forchheim,DE-BY,FO
09474161,Pretzfeld,Landkreis Forchheim,DE-BY,EBS
05770036,Preußisch Oldendorf,Kreis Minden-Lübbecke,DE-NW,MI
05770036,Preußisch Oldendorf,Kreis Minden-Lübbecke,DE-NW,LK
03354020,Prezelle,Landkreis Lüchow-Dannenberg,DE-NI,DAN
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071118,Priborn,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
09675158,Prichsenstadt,Landkreis Kitzingen,DE-BY,KT
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071119,Priepert,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
09471173,Priesendorf,Landkreis Bamberg,DE-BY,BA
14627200,Priestewitz,Landkreis Meißen,DE-SN,MEI
14627200,Priestewitz,Landkreis Meißen,DE-SN,GRH
14627200,Priestewitz,Landkreis Meißen,DE-SN,RG
14627200,Priestewitz,Landkreis Meißen,DE-SN,RIE
01058129,Prinzenmoor,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058129,Prinzenmoor,Kreis Rendsburg-Eckernförde,DE-SH,ECK
03458012,Prinzhöfte,Landkreis Oldenburg,DE-NI,OL
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071120,Pripsleben,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
01056040,Prisdorf,Kreis Pinneberg,DE-SH,PI
13076115,Prislich,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076115,Prislich,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076115,Prislich,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076115,Prislich,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076115,Prislich,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076115,Prislich,Landkreis Ludwigslust-Parchim,DE-MV,STB
09181134,Prittriching,Landkreis Landsberg am Lech,DE-BY,LL
13076116,Pritzier,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076116,Pritzier,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076116,Pritzier,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076116,Pritzier,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076116,Pritzier,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076116,Pritzier,Landkreis Ludwigslust-Parchim,DE-MV,STB
12070316,Pritzwalk,Landkreis Prignitz,DE-BB,PR
01057063,Probsteierhagen,Kreis Plön,DE-SH,PLÖ
