bic_8,bic,bank
NARYFIH2,NARYFIH2XXX,NARVI PAYMENTS OY AB
NCBFFIH1,NCBFFIH1XXX,NORDEA CORPORATE BOND FUND
NDEAFIHH,NDEAFIHH030,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHHAM,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHIPL,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHISA,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHNCL,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHNFC,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHNFF,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHNFH,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHNMB,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHNSL,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHTRI,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHTSL,NORDEA BANK ABP
NDEAFIHH,NDEAFIHHXXX,NORDEA BANK ABP
NEEFFIH1,NEEFFIH1XXX,NORDEA EASTERN EUROPE FUND
NEEMFIH1,NEEMFIH1XXX,NORDEA EUROPEAN EQUITY MARKETS FUND
NEHYFIH1,NEHYFIH1XXX,NORDEA EUROPEAN HIGH YIELD FUND
NEIFFIH1,NEIFFIH1XXX,NORDEA EUROPEAN INDEX FUND
NEMEFIH1,NEMEFIH1XXX,NORDEA EMERGING MARKET EQUITIES FUND
NEMOFIH1,NEMOFIH1XXX,NORDEA EMERGING MARKET BOND FUND
NENFFIH1,NENFFIH1XXX,NORDEA GLOBAL FRONTIER MARKETS FUND
NFEFFIH1,NFEFFIH1XXX,NORDEA FAR EAST FUND
NFIOFIH1,NFIOFIH1XXX,NORDEA SAVINGS 10 FUND
NFMCFIH1,NFMCFIH1XXX,NORDEA NORDIC SMALL CAP FUND
NGDFFIH1,NGDFFIH1XXX,NORDEA GLOBAL DIVIDEND FUND
NGHYFIH1,NGHYFIH1XXX,NORDEA GLOBAL HIGH YIELD FUND
NGIFFIH1,NGIFFIH1XXX,NORDEA GLOBAL INDEX FUND
NIMFFIH1,NIMFFIH1XXX,NORDEA INVESTMENT MANAGEMENT AB FINNISH BRANCH
NISUFIH1,NISUFIH1XXX,"NOMURA INTERNATIONAL PLC, SUOMEN SIVULIIKE"
NLPQFIH1,NLPQFIH1XXX,"NORDEA LIFE ASSURANCE FINLAND LTD, PRIVATE EQUITY"
NLSAFIH1,NLSAFIH1XXX,"NORDEA LIFE ASSURANCE FINLAND LTD, AKTIVA AGGRESSIV"
NNAFFIH1,NNAFFIH1XXX,NORDEA NORTH AMERICA FUND
NNKFFIH1,NNKFFIH1XXX,NORDEA OBLIGASJON STARS FUND
NNSCFIH1,NNSCFIH1XXX,NORDEA NORDIC SMALL CAP FUND
NOAOFIH1,NOAOFIH1XXX,NORDEA SAVINGS 10 FUND
NOAVFIH1,NOAVFIH1XXX,NORDEA SAVINGS 25 FUND
NOEUFIH1,NOEUFIH1XXX,NORDEA EUROPE FUND
NOFFFIH1,NOFFFIH1XXX,NORDEA GLOBAL DIVIDEND FUND
NOFHFIH1,NOFHFIH1XXX,NORDEA FINLAND FUND
NOFUFIH1,NOFUFIH1XXX,NORDEA FINLAND FUND
NOHEFIH1,NOHEFIH1XXX,NORDEA HENKIVAKUUTUS
NOHFFIH1,NOHFFIH1XXX,NORDEA CHINA FUND
NOHOFIH2,NOHOFIH2B65,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2B66,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2E90,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2E91,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2I24,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2I25,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2Q67,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V03,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V04,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V75,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V76,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V77,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V78,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V79,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V80,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V81,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V82,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2V83,NORDEA HENKIVAKUUTUS SUOMI OY
NOHOFIH2,NOHOFIH2XXX,NORDEA HENKIVAKUUTUS SUOMI OY
NOIFFIH1,NOIFFIH1XXX,NORDEA INDIA FUND
NOIIFIH1,NOIIFIH1XXX,NORDEA SAVINGS 30 FUND
NOIKFIH1,NOIKFIH1XXX,NORDEA INSTITUTIONELL AKTIEFOERVALTNING
NOINFIHH,NOINFIHHXXX,NORDIC INVESTMENT BANK
NOJFFIH1,NOJFFIH1XXX,NORDEA JAPAN FUND
NOLFFIH2,NOLFFIH2IXX,"NORTHMILL BANK AB, FILIAL I FINLAND"
NOLFFIH2,NOLFFIH2XXX,"NORTHMILL BANK AB, FILIAL I FINLAND"
NOLTFIH1,NOLTFIH1XXX,NORDEA LATINAMERIKAFOND
NOMFFIH1,NOMFFIH1XXX,NORDEA GLOBAL DIVIDEND FUND
NONEFIH1,NONEFIH1XXX,NORDEA GENERATIONSFOND SENIOR
NONFFIH1,NONFFIH1XXX,NORDEA NORDIC FUND
NONOFIH1,NONOFIH1XXX,NORDEA NORDENFOND
NONSFIH1,NONSFIH1XXX,NORDEA INDEXFOND SVERIGE
NONTFIH1,NONTFIH1XXX,NORDEA GENERATIONSFOND 90-TAL
NOOAFI21,NOOAFI21XXX,NOKIA OYJ
NOOIFIH1,NOOIFIH1XXX,NORDEA OBLIGATIONSFOND
NOOLFIH1,NOOLFIH1XXX,NORDEA OLYMPIAFOND
NOPRFIH1,NOPRFIH1XXX,NORDEA PRIVATE BANKING RAENTEPORTFOELIE
NOSDFIH1,NOSDFIH1XXX,NORDEA SMABOLAGSFOND NORDEN TILLVAXT
NOTPFIH1,NOTPFIH1XXX,NORTHERN STAR PARTNERS OY
