bic_8,bic,bank
CNOVRUMM,CNOVRUMMTUL,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
CNOVRUMM,CNOVRUMMXXX,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
COAKRUM1,COAKRUM1XXX,JOINT STOCK COMPANY 'YANDEX BANK'
COAZRU21,COAZRU21XXX,JOINT STOCK COMPANY COMMERCIAL BANK 'ARZAMAS'
COBARUMM,COBARUMMXXX,COMMERZBANK EURASIJA AO
CODKRU21,CODKRU21XXX,CONFIDENCEBANK
CODLRUMM,CODLRUMMXXX,COMMERCIAL INDO BANK LLC
CODVRUM1,CODVRUM1XXX,COMMERCIAL BANK OF DEVELOPMENT (LIMITED LIABILITY COMPANY)
COGKRUM1,COGKRUM1XXX,COMMERCIAL BANK GEOBANK (LIMITED LIABILITY COMPANY)
COLKRUMM,COLKRUMMESN,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMKBB,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMKRA,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMNNG,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMNSB,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMORL,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMSPB,COMMERCIAL BANK 'LANTA-BANK'
COLKRUMM,COLKRUMMXXX,COMMERCIAL BANK 'LANTA-BANK'
COSVRU21,COSVRU21XXX,JOINT-STOCK COMPANY COMMERCIAL BANK RUBANK
CRDURU4C,CRDURU4CXXX,CREDIT URAL BANK JOINT STOCK COMPANY
CRESRUMM,CRESRUMML21,JOINT-STOCK COMPANY BANK CREDIT SUISSE(MOSCOW)
CRESRUMM,CRESRUMMXXX,JOINT-STOCK COMPANY BANK CREDIT SUISSE(MOSCOW)
CRLYRU2P,CRLYRU2PMSC,CREDIT AGRICOLE CIB AO
CRLYRU2P,CRLYRU2PXXX,CREDIT AGRICOLE CIB AO
CROKRUMM,CROKRUMMXXX,CB CROCUS-BANK (LLC)
CSMMRUMM,CSMMRUMMXXX,BANK 'COSMOS'
CUPCRU55,CUPCRU55XXX,CREDIT UNION 'PAYMENT CENTER'
DATARU33,DATARU33XXX,JOINT-STOCK COMPANY 'DATABANK'
DCBRRUM1,DCBRRUM1XXX,MERCEDES-BENZ BANK RUS
DCLORU42,DCLORU42XXX,DRUZHBA COMMERCIAL BANK LIMITED LIABILITY COMPANY
DECERU41,DECERU41XXX,PUBLIC JOINT STOCK COMPANY BANK URALSIB
DERZRUMM,DERZRUMMXXX,DERZHAVA PJSCB
DEUTRUMM,DEUTRUMMF4C,DEUTSCHE BANK LTD.
DEUTRUMM,DEUTRUMMGME,DEUTSCHE BANK LTD.
DEUTRUMM,DEUTRUMMXXX,DEUTSCHE BANK LTD.
DIGBRU31,DIGBRU31XXX,OPEN JOINT STOCK COMPANY INVESTMENT JOINT STOCK BANK DIG-BANK
DLNBRUMM,DLNBRUMMXXX,JOINT-STOCK COMPANY BANK DALENA
DOLIRU8Y,DOLIRU8YXXX,COMMERCIAL BANK DOLINSK (JOINT STOCK COMPANY)
DOMORUM1,DOMORUM1XXX,MCB DOM-BANK
DONARU21,DONARU21XXX,JOINT STOCK COMPANY OTP BANK
DONBRU21,DONBRU21XXX,OPEN JOINT STOCK COMPANY INVESTMENT JOINT STOCK BANK DIG-BANK
DONKRU21,DONKRU21XXX,DONKHLEBBANK OAO
DONORU2R,DONORU2RXXX,PJSC DONCOMBANK
DRKBRUM1,DRKBRUM1XXX,DRESDNER KLEINWORT BENSON 000
ECILRU2A,ECILRU2AXXX,JOINT-STOCK COMPANY COMMERCIAL INVESTMENT BANK 'EUROALLIANCE'
ECOERUM1,ECOERUM1XXX,ECO-INVEST
ENGORU2K,ENGORU2KMOS,ENERGOTRANSBANK
ENGORU2K,ENGORU2KSOV,ENERGOTRANSBANK
ENGORU2K,ENGORU2KXXX,ENERGOTRANSBANK
ERMARU51,ERMARU51XXX,JOINT-STOCK COMPANY NIZHNEVARTOVSK CITY BANK 'ERMAK'
ETZARUM1,ETZARUM1XXX,ETALONBANK
EUJKRU55,EUJKRU55XXX,JOINT-STOCK INVESTMENT COMMERCIAL BANK ENISEISK UNITED BANK LTD
EVRFRUM1,EVRFRUM1KRS,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1NNG,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1RND,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1SMR,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1SPB,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1STV,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1VLD,EVROFINANCE MOSNARBANK
EVRFRUM1,EVRFRUM1VLG,EVROFINANCE MOSNARBANK
