bic_8,bic,bank
FIRNZAJJ,FIRNZAJJGLO,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJINT,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJKYE,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJRBS,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJRSL,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJXXX,FIRSTRAND BANK LIMITED
FNEQZAJJ,FNEQZAJJXXX,RMB MORGAN STANLEY (PTY) LTD
FNSOZAJC,FNSOZAJCXXX,APEX FUND SERVICES SOUTH AFRICA LTD
FORMZAJJ,FORMZAJJXXX,SINAYO SECURITIES (PTY) LTD
FRDGZAJJ,FRDGZAJJXXX,FOORD ASSET MANAGEMENT (PROPRIETARY) LIMITED
FRIPZAJ1,FRIPZAJ1XXX,FITCH SOUTHERN AFRICA (PTY) LTD.
GBSEZAJ2,GBSEZAJ2XXX,SANLAM SPECIALISED FINANCE PROPRIETARY LIMITED
GBSEZAJ3,GBSEZAJ3GPC,SANLAM PRIVATE WEALTH (PTY) LTD
GBSEZAJ3,GBSEZAJ3XXX,SANLAM PRIVATE WEALTH (PTY) LTD
GBSMZAJ1,GBSMZAJ1XXX,GBS MUTUAL BANK
GDPTZAJJ,GDPTZAJJXXX,AVIOR CAPITAL MARKETS (PTY) LTD
GENSZAJA,GENSZAJAXXX,KHUMO SECURITIES (PTY) LTD.
GOSLZAJ1,GOSLZAJ1XXX,GOLDING TORR AND DE DECKER (PTY)
GOSNZAJS,GOSNZAJSXXX,"GOLDMAN SACHS INTERNATIONAL BANK, JOHANNESBURG BRANCH"
GRAYZAJC,GRAYZAJCXXX,ALLAN GRAY (PTY) LIMITED
GREGZAJ1,GREGZAJ1XXX,BRIDGE FUND MANAGERS (PTY) LTD
GRTRZAJ1,GRTRZAJ1XXX,GRAAFF'S TRUST LTD
GSADZAJ1,GSADZAJ1XXX,GFI SOUTH AFRICA (PTY)LTD
GSAYZAJ1,GSAYZAJ1XXX,GARBAN SOUTH AFRICA (PTY) LTD
GSJOZAJ1,GSJOZAJ1XXX,GSI JOBURG
HAMHZAJ1,HAMHZAJ1XXX,HANS MERENSKY HOLDINGS
HBZHZAJJ,HBZHZAJJXXX,HBZ BANK LIMITED
HLPRZAJ2,HLPRZAJ2XXX,SA HOME LOANS PROPRIETARY LIMITED
HOBLZAJJ,HOBLZAJJXXX,HABIB OVERSEAS BANK LIMITED
HSBCZAJJ,HSBCZAJJXXX,HSBC BANK PLC
ICPYZAJ2,ICPYZAJ2XXX,INSELE CAPITAL PARTNERS PTY LTD
