bic_8,bic,bank
NOSCDOSD,NOSCDOSDXXX,"SCOTIABANK REPUBLICA DOMINICANA, S.A., BANCO MULTIPLE"
OPVADOS1,OPVADOS1XXX,"VERTEX VALORES PUESTO DE BOLSA, S.A."
PCMDDOS1,PCMDDOS1XXX,PLUS CAPITAL MARKET DOMINICANA - PCM DOMINICANA S.A.
PRHRDOSD,PRHRDOSDXXX,BANCO MULTIPLE PROMERICA DE LA REPUBLICA DOMINICANA
PVDLDOSD,PVDLDOSDXXX,"BANCO MULTIPLE ACTIVO DOMINICANA, S.A."
PVPBDOS1,PVPBDOS1XXX,PARALLAX VALORES PUESTO DE BOLSA S.A.
PVPODOS1,PVPODOS1XXX,"PRIMMA VALORES, S.A. PUESTO DE BOLSA"
PVPODOSD,PVPODOSDXXX,"PRIMMA VALORES, S.A. PUESTO DE BOLSA"
QDDMDOSD,QDDMDOSDXXX,"QIK BANCO DIGITAL DOMINICANO, S.A., BANCO MULTIPLE"
QUABDOS1,QUABDOS1XXX,"QUEZADA AGENTE DE CAMBIO, S. A."
SCRZDOSD,SCRZDOSDXXX,"BANCO MULTIPLE SANTA CRUZ, S.A."
SOEFDOS1,SOEFDOS1XXX,BANCA SOGEFINERG
STGODOSD,STGODOSDXXX,BANCO MULTIPLE CARIBE INTERNACIONAL S.A.
TENADOS1,TENADOS1XXX,TESORERIA NACIONAL
TESLDOS1,TESLDOS1XXX,TESORERIA DE LA SEGURIDAD SOCIAL
TIVADOS1,TIVADOS1XXX,TIVALSA
UCPODOS1,UCPODOS1XXX,UNITED CAPITAL PUESTO DE BOLSA
UNONDOSD,UNONDOSDXXX,BANCO DE AHORRO Y CREDITO UNION S.A.
VIMEDOSD,VIMEDOSDXXX,"BANCO MULTIPLE VIMENCA, S.A."
